nombre, direccion,ruc,representante_dni,telefono
RoadwayCorp,Iwtu Parkway 941,20167613476,54034164,3512285
Metals USA Inc.,Davcih River 383,10887559183,84455409,965364388
Stewart & Stevenson Services Inc,Ahorin View 171,10453922475,83679895,5863725
The AES Corporation,Helep Center 304,10746822147,52022551,947526962
Silicon Graphics Inc,Kafo Loop 536,10227188365,22774764,982643124
MBNA Corporation,Duzse Center 030,20689283551,20509510,913763195
Alliant Energy Corporation,Orewom View 432,20665478673,77286545,6472277
Pulte Homes Inc,Nati River 753,20874728283,39281736,999958311
Costco Wholesale Corp.,Mofvot Path 948,10814389427,21099127,6278861
Limited Inc.,Ocem Way 690,10973841324,64915101,987514698
American Express Company,Kazihu Trail 680,20647581596,86997852,5772139
Avista Corporation,Jonfe Junction 802,20985854315,86199048,943783298
First American Financial Corp.,Mussi Avenue 394,20171243494,63950792,2682974
Jefferson-Pilot Co.,Giwog Avenue 033,20118481395,59941156,4249519
Flowers Foods Inc.,Kolwu Junction 476,10542411285,34811150,983618663
Stryker Corp,Nowu Terrace 607,10476999515,81879004,957994753
Farmland Industries Inc.,Jece Heights 147,10319466631,53886148,967187357
Solutia Inc,Otoun Circle 750,20466195319,91477953,915524396
Sun Healthcare Group Inc.,Joteni Street 015,10179771977,06774606,966286197
Trump Hotels & Casino Resorts Inc.,Ateama Park 457,20613881374,42344826,3344379
"The Bank of New York Company, Inc.",Opwo Center 467,10888943872,94611086,4737258
Walgreen Co,Hova Heights 525,20167972111,92883316,917352789
Quintiles Transnational,Kifzac Boulevard 082,10579559686,57470919,4745277
Tenneco Automotive Inc.,Witig Plaza 951,20783442539,37889383,2561971
Office Depot Inc.,Necwu Grove 283,20956271978,29421767,4265495
TMP Worldwide Inc,Anhe Lane 868,20896467752,40824945,944627825
Legg Mason Inc.,Zuov Trail 715,10294495875,88948863,976129177
Ford Motor Co,Reru Mill 577,10754285618,49901031,914639495
Duke Energy Corp,Bebim Glen 562,20674832395,20708259,945147916
Cigna Corp,Uwapo Pike 092,10992475685,79176896,984914263
Rockwell Collins Inc,Uputu Point 379,10522121377,61708664,2261144
"Conectiv, Inc",Ziwkiz Glen 495,10215463863,26095579,965852288
Corn Products International Inc.,Nakre Manor 376,20394814449,61198638,4586584
Louisiana-Pacific Corporation,Lebi Square 723,10489481466,31881933,3944297
Precision Castparts Corp,Sowu Glen 488,20681968472,68542691,3762343
GenCorp Inc.,Agjel Loop 582,20266456553,44507178,6914733
Safeguard Scientifics Inc.,Tudel Manor 961,10939675876,78633317,987555172
Pioneer-Standard Electronics Inc.,Cotgew Drive 723,20336725834,85372615,993411765
Nicor Inc,Jokora Place 862,10467675229,85193582,965721267
Supervalu Inc,Uzule Place 254,20387455652,20314651,4159862
"Avon Products, Inc.",Otri Extension 455,10962821346,75042785,952677578
CellStar Corp.,Suwaho Trail 522,20492357491,07135100,967731222
Landstar System Inc.,Huhwof Drive 314,20295768353,24144081,6917827
"Beckman Coulter, Inc.",Sicem Road 735,10698723129,47752191,994143532
United Auto Group Inc,Mistoh Junction 155,10884318786,90345979,4191287
Plains All American Pipeline LP,Bagag Street 604,10725948455,23548248,6137588
Trigon Healthcare Inc.,Raac View 312,10146249191,56181547,987964874
Aon Corporation,Gucoj Turnpike 931,20929262958,34101126,969357186
Oglethorpe Power Corp.,Halo Terrace 602,10913377949,51713662,985866836
TRW Inc,Unok Manor 313,10877577349,74096971,953499679
Procter & Gamble Co.,Jicec Extension 871,10618931353,75893868,989698847
Aetna Inc.,Lugwib Plaza 480,10354156487,22846279,911231556
Honeywell International Inc.,Vuroj Boulevard 033,10423613913,42080004,961816613
Omnicom Group,Pefuf Parkway 288,20965987382,61596506,2748417
Bowater Incorporated,Niru Glen 843,10849657812,09430047,2242241
"BJ's Wholesale Club, Inc.",Pehoh Glen 855,20487386187,27533460,951658597
"Alaska Air Group, Inc.",Jupwuk Grove 127,20241525666,38627565,3118162
MetLife Inc.,Hagzu Terrace 782,20425853787,61894810,2169114
MasTec Inc.,Tuhto Plaza 697,10841518365,27921754,981487559
National City Corp.,Akaoho Square 141,10962311995,19275453,6231823
Foamex International Inc,Sundu Grove 296,20528886868,50216540,6865937
Staff Leasing Inc.,Kabje Manor 450,10638686482,14341417,946291314
Kimberly-Clark Corporation,Lumgep Manor 483,10733325427,68024008,964117989
Pride International Inc,Nojo Trail 763,10574773652,82376398,6745362
Echostar Communications Corporation,Kimoj Street 585,10249258123,80836150,4323914
United Defense Industries Inc.,Telvi Square 953,10247842662,13171671,925534789
Universal Corporation,Naclav Place 426,10893339564,04577738,987932753
Murphy Oil Corporation,Medu Heights 499,20672733831,65296779,996187999
Huntington Bancshares Inc.,Maeb Boulevard 621,10182413525,08761118,3579575
PETsMART Inc,Sidalu Way 631,20221228637,19410591,2518948
ChevronTexaco Corp.,Wokgiz Circle 553,10749547187,19694247,3921341
Bank One Corporation,Haol Loop 847,10277884148,15622655,3727554
Staff Leasing Inc.,Etepe Loop 883,10862572427,10074853,2346533
TMP Worldwide Inc,Nozwis Park 907,20749479468,83935384,4764382
General Cable Corporation,Bute Pass 370,20621394715,83187680,2613441
"Belk, Inc.",Gagodu Heights 223,20668267476,51304388,6763821
"Dreyer's Grand Ice Cream, Inc.",Befoh Loop 003,10818316256,93251627,998543587
Tyson Foods Inc,Wulijo Heights 040,10351267499,65746594,953483793
Constellation Emergy Group Inc.,Hadhe Highway 424,20324876333,52904971,6762961
Johnson & Johnson,Ofugav Way 891,10626788722,26722010,954627394
ACT Manufacturing Inc.,Avenus Path 028,20884361963,81467521,995954375
Storage Technology Corporation,Fivop Point 022,20479259752,25179421,999763266
Comerica Inc.,Murhu Center 457,20174148234,27517596,983367867
General Mills Inc,Caka Boulevard 058,20487728941,92313748,967252852
Visteon Corporation,Dipkor Way 828,10397364753,93014604,5777875
C. H. Robinson Worldwide Inc.,Fedna Grove 332,10349888715,29374745,5796993
Coventry Health Care Inc.,Fape Pass 526,10225423319,50689906,4452535
Visteon Corporation,Ovebip Lane 148,10719146378,17336760,3744555
Calpine Corp.,Hiono Lane 394,10265357695,47131942,975145689
Gateway Inc.,Meosi Grove 408,20989834522,90771349,972941156
Lehman Brothers Holdings Inc.,Ikeoz Grove 543,20671271834,78808486,967648451
Crane Co.,Wavsi Park 803,20782343448,00663697,941474566
Raytheon Company,Zane Point 390,20553837766,36094477,931183866
Granite Construction Incorporated,Rajo Plaza 899,10966421673,88104282,927134228
Kemet Corp.,Opuz Trail 244,20447551231,17606207,955886143
Ace Hardware Corporation,Zasife Circle 849,20624582869,52929844,973396549
Unitrin Inc,Vara Extension 560,20761119228,32771379,969465416
Wisconsin Energy Corporation,Jajvo Extension 289,10954468849,85991746,989847579
Mariner Health Care Inc.,Fetse Pass 150,20721937767,48285376,3989663
Goodrich Corporation,Megnu Circle 857,10667427878,03278766,4425272
SCI Systems Onc.,Amolas Ridge 937,10841658739,44358177,941524581
Veritas Software Corporation,Hofmen Boulevard 336,10597123395,00040519,989753583
Universal Health Services Inc,Deir Circle 926,20586536731,06795620,943429397
Wyndham International Inc,Zakta Ridge 855,20569991473,08295242,4258376
Energy East Corporation,Messa Point 655,10124416824,10695032,966442319
La-Z-Boy Inc.,Ibwi Court 224,10642293912,37530437,916226162
Federal Mogul Corp.,Dibe Lane 262,20592277127,03232979,939658297
Linens 'n Things Inc.,Fibo Point 310,20782779299,48083960,982123574
Home Depot Inc.,Denzih Point 272,20674763758,35029411,5257414
RGS Energy Group Inc,Bipmij Avenue 743,20562442191,94508364,911294193
Manor Care Inc.,Fencim Extension 980,20594248899,94752971,2252494
Avista Corporation,Gijel Key 472,20329265934,53529569,928433465
USFreighways Corporation,Mifah Court 000,20582493253,18454280,4553447
Tenet Healthcare Corporation,Etuju Extension 095,20642528961,27947746,4247221
Mohawk Industries Inc.,Olicu Terrace 196,10252469988,63055002,3945173
Trans World Entertainment Corp.,Aksa Loop 687,10244466187,98406888,938799731
Legg Mason Inc.,Abte Path 283,20311418632,63413733,5471518
Phar Mor Inc.,Teke Center 995,20271639998,95425323,954631191
Silicon Graphics Inc,Uvzov Highway 068,20772865372,14301749,918756334
Wisconsin Energy Corporation,Kucem Drive 136,20894278598,70601405,6119474
"Arch Coal, Inc.",Mafe Grove 188,10331888423,03885079,3326463
Sports Authority Inc,Goboj Court 832,10762496736,90660650,963316351
Thomas & Betts Corporation,Ofava Glen 508,20995726422,41565935,966252751
W.W. Grainger Inc,Hije Terrace 584,20184577475,01466631,917998317
Fiserv Inc.,Jipsu Boulevard 379,20956394922,44802128,952777643
Adolph Coors Company,Paflew Highway 141,20479944515,06348980,922992347
Calpine Corp.,Cadpet Boulevard 424,20193944342,38494403,3378892
Potomac Electric Power Co.,Behnim Mill 506,20841566454,18578040,2257451
Silicon Graphics Inc,Nevu Court 645,10228365783,70036033,3386596
"Citigroup, Inc",Ciuhi Place 508,10642657381,38903231,4171574
Boston Scientific Corporation,Okakec Street 682,20863179724,45007450,928992829
TXU Corp,Ganpe Center 545,10753361813,89646124,3731871
Interpublic Group of Companies Inc.,Haba Point 365,10827411763,83812275,992436578
"Peter Kiewit Sons', Inc.",Capak View 277,10665132837,06995624,2273642
Occidental Petroleum Corp,Dazjol Highway 710,10997647991,11981278,2336745
RGS Energy Group Inc,Kasjel Lane 356,20644159354,25435997,5176213
ACT Manufacturing Inc.,Jorid Street 634,20193172996,46216880,955127159
Western Gas Resources Inc,Acasi Court 634,10844298819,31709937,922895131
Science Applications Intl. Inc.,Nafmek Trail 372,10166398762,26125519,975211936
Estee Lauder Companies Inc.,Ahecu Pass 839,10737954823,23908959,999991548
Washington Post Co.,Nofzi Terrace 290,20822521425,49145619,978348228
Outback Steakhouse Inc.,Zaga Junction 389,20844853955,99544520,923363881
Smurfit-Stone Container Corp,Zedi Street 046,20679532458,15039802,5516291
TJX Companies Inc,Wagme Point 421,20772392354,45665787,3775877
Prudential Financial Inc.,Pahva Glen 217,10541325116,01879361,991425174
Micron Technology Inc.,Hupi Lane 278,20357561857,45252671,967328479
Kennametal Inc.,Diniz Heights 822,10326829824,34482216,6356663
Phillips Van Heusen Corp.,Uvgeb Mill 908,10129387877,67970258,967915344
Vishay Intertechnology Inc,Nade Highway 553,10332282114,88475862,967864735
Mohawk Industries Inc.,Olepe Road 687,10853867521,18075526,944455832
Pfizer Inc,Ninu Center 068,10743435582,27571825,4931824
Northrop Grumman Corporation,Susi Pass 312,10615335922,99143920,937649869
Staples Inc,Vettom Trail 311,10656731244,84459955,949229691
Quintiles Transnational,Damimu Road 808,10868323389,69993603,925315638
Ryerson Tull Inc,Lorwi Road 262,10769947974,88830781,6521336
Smurfit-Stone Container Corp,Binbi Avenue 881,10195471372,04799343,972386132
Anixter International Inc.,Eceuz Path 522,10116849482,29887805,971684857
Premcor Inc.,Zevpe Court 919,10729734192,92871367,2185256
Olin Corp.,Keane Pass 208,10973961579,12499976,5618415
Idacorp Inc.,Pewtu Street 686,20335593922,52302803,3711391
Vectren Corporation,Taoso Mill 379,20987158124,05639783,984243647
Bausch & Lomb Incorporated,Unfun Center 942,10377391967,37527117,924755467
Eaton Corporation,Zinab Circle 324,20476937318,40115938,965868512
Maxim Integrated Products Inc.,Cabsir Parkway 449,10792612436,78736057,996844943
NCR Corporation,Sohhob Pass 000,20734455946,67109784,918357393
Science Applications Intl. Inc.,Pipvil Heights 925,10956561636,96349290,2797829
K-Mart Corp.,Civaf Highway 281,10597882232,46203675,953539215
Kindred Healthcare Inc.,Fueg Trail 851,10947694475,86625491,958424931
Ingles Market Inc,Fouf Heights 333,20635574235,76647112,2565576
EMC Corporation,Munti Loop 439,20792564374,72322014,5318855
First American Financial Corp.,Josga Avenue 814,20437895315,44740762,6652386
Penn Traffic Co.,Wateb Road 219,20963993116,73665340,5917962
AmSouth Bancorp.,Zoskel River 794,20355565428,20243452,991169815
"American Water Works Company, Inc.",Hacir Center 679,20657271818,85999375,934283722
Avaya Inc.,Zavi Park 585,20782272527,35217858,966359729
American Greetings Corporation,Janug River 714,20925313827,78403999,4639511
Kelly Services Inc.,Toni Point 532,10458595465,49595865,944816432
Union Planters Corp,Ugufew Heights 504,10166445543,41980738,965744622
Household International Corp.,Wapipi Terrace 188,20565777595,90712795,982614823
Crane Co.,Pecnud Heights 154,20972259897,96465270,938544354
Foster Wheeler Ltd.,Ufit Path 888,10885371816,15998016,4284376
"Arch Coal, Inc.",Ceak Turnpike 229,10975553586,30690230,974738532
Riverwood Holding Inc.,Rerus Street 786,20913222927,74395693,973832548
Maxim Integrated Products Inc.,Miloja Trail 230,10764828895,13505059,4826831
Oxford Health Plans Inc,Gahgew Terrace 691,20769246885,75092718,952943119
Progressive Corporation,Reuru Glen 392,10714267618,79179967,4465553
CMGI Inc.,Redize Mill 327,20391292722,27438733,997824974
Smithfield Foods Inc,Ceom Boulevard 917,10911137721,05767792,4124964
Mattel Inc.,Zecma Loop 273,20888117217,47577582,926821454
USG Corporation,Lusce Center 717,10591193682,19406608,6672685
AGCO Corporation,Fikak Way 682,10214878326,75839824,6581562
Gemstar-TV Guide International Inc.,Hiko Heights 005,20567729256,36329814,5774747
Louisiana-Pacific Corporation,Zogi Drive 115,10552758873,68826046,2424287
EMC Corporation,Mutwik Junction 079,10635481345,95017946,4965436
Metris Companies Inc,Cuhado Pike 362,20984177136,23937998,911852554
TECO Energy Inc,Aduciw Mill 939,20497668968,98509791,6164752
"Dollar Tree Stores, Inc.",Pabbo Center 442,20338378234,33829930,954924867
Adolph Coors Company,Zosa Turnpike 765,10477259335,00999790,961257615
"ADC Telecommunications, Inc.",Camisa Junction 746,20151244168,81619856,989924988
Pennzoil-Quaker State Company,Fiir Way 033,20384893877,18179679,2659915
McDonald's Corporation,Gomhoh Way 999,10271745382,25129022,968198646
Pacific Gas & Electric Corp.,Dami View 610,20944515222,67110017,952224362
Laboratory Corporation of America Holdings,Paek Place 321,10141631345,23446997,5144427
Sara Lee Corp,Tacir Center 573,20896467492,16062771,973894914
Western Gas Resources Inc,Rucej Plaza 275,10961748327,59876176,985193283
"Best Buy Co., Inc.",Zubca Highway 622,10711386131,17628709,6257769
Kindred Healthcare Inc.,Jopmud Pass 743,10828492347,56603705,949357224
Harsco Corp.,Tucole Mill 252,10419395172,65374163,4443118
National Oilwell Inc,Cewze Plaza 233,20679221616,93352604,965855277
Nucor Corp,Cuspew Plaza 798,20956565598,90489180,977137449
Varco International Inc,Vekog Trail 018,20494261846,59954084,4714457
Insight Enterprises Inc.,Bagve Drive 823,10265778114,44152716,973968595
NVR Inc,Efho Point 137,20371269626,87055845,3942298
Pall Corp,Ulsu Plaza 021,10729847363,02786483,5625278
"Citigroup, Inc",Huwa Pass 404,10398434756,74300128,993361542
Consolidated Edison Inc.,Jitide Glen 291,10313633863,23759777,982645178
Humana Inc.,Keose Manor 411,20424653934,79805824,989867277
Sabre Holdings Corp,Bahra Glen 066,20263539625,33268893,916397363
Dana Corporation,Jera Street 724,20212651365,38879446,972371619
The Goodyear Tire & Rubber Company,Utjoz Mill 605,20978777661,72353655,921379391
Trans World Entertainment Corp.,Hose Glen 601,20437251432,55673713,2928734
UGI Corporation,Jaimo Center 187,20411982166,72922381,993185287
Smithfield Foods Inc,Uneace Loop 253,20269629733,07936609,968334513
FirstEnergy Corp.,Ferka Park 087,10645339114,35879106,5191345
PacifiCare Health Systems Inc,Pooju Heights 064,10973579856,04704802,6264781
Marathon Oil Corporation,Veuli Path 702,10462475315,06813410,2643485
Health Net Inc.,Higwof River 598,20463571548,08805695,988942412
The Allstate Corporation,Gurec Highway 336,20811164551,70102597,6695686
Morgan Stanley Dean Witter & Co.,Hiwe Trail 165,20788592145,03952859,989762525
The Goodyear Tire & Rubber Company,Vofse Key 164,20666587668,23214478,2937621
Texas Industries Inc.,Edse Grove 794,10168758344,94733148,916748576
TRW Inc,Rijvef Drive 689,10911952162,94255517,4871925
"American Axle & Manufacturing Holdings, Inc.",Oplek Place 135,10854195766,36715249,3475657
New Jersey Resources Corporation,Jikav Point 589,20376982166,68121432,989512723
Lucent Technologies Inc.,Nime Junction 359,20823452199,60141056,913927186
A.G. Edwards Inc.,Bavtaz Junction 415,20896866885,92800608,4151189
Harrah's Entertainment Inc.,Resbap Boulevard 385,10278868526,52721776,954113134
Staples Inc,Ishe Mill 678,10217675264,95848459,998779584
Hershey Foods Corp.,Bafon River 787,10265766686,53837988,991433514
Capital One Financial Corp.,Osiduc River 399,20763223478,98327993,953864212
Scholastic Corp,Jifo Trail 109,20232718977,68460412,952873948
KeySpan Corp.,Guhga Pike 172,20753798856,35443658,936627217
On Semiconductor Corp,Sopeh Park 626,20781224193,35527698,948746975
"Dover Corporation, Inc.",Olomib Extension 019,10147992824,58736127,932848493
CMGI Inc.,Vodwel Ridge 308,10281684523,90935188,937576329
Fairchild Semiconductor International Inc.,Usabe Grove 314,20237799246,19031025,4491727
Oshkosh Truck Corp,Ojufah Street 158,20774996643,93829611,946392651
Cooper Industries Ltd.,Laume View 842,10626617435,03500140,958575256
Lands' End Inc.,Libu Boulevard 027,20483758356,57326542,5833697
Philip Morris Companies Inc.,Hovwo Extension 767,20514312198,40244579,967636115
Philip Morris Companies Inc.,Azilo View 228,20441643439,79671898,6933463
Transocean Inc,Coego Junction 922,10544228242,96169167,5449856
Perot Systems Corp,Egse Boulevard 547,10319271879,24569278,3475463
United Defense Industries Inc.,Zozgot Circle 189,10216728879,31426554,6683175
National Service Industries Inc,Havdem Lane 895,20991882693,24871229,5866115
Emcor Group Inc.,Ehbaz Street 777,20156993187,49140494,941976655
Consolidated Edison Inc.,Cebon Parkway 167,10382754449,99284884,951973237
Freeport McMoran Copper & Gold Inc.,Hajaj Trail 845,10437215311,51349618,932465568
Deere & Company,Viwup Point 533,20682642494,95227077,4262512
"BJ's Wholesale Club, Inc.",Tovul Turnpike 334,10522889399,79834210,962323843
Eaton Corporation,Ujirow Way 436,10919991488,83356542,914931579
Ace Hardware Corporation,Jigi Grove 944,10981141291,77201190,2457572
Triad Hospitals Inc,Dian Key 726,10592366333,24983731,4577915
Dillard's Inc.,Tekfel Mill 000,10392284378,79636924,953282523
"Pep Boys Manny, Moe & Jack",Ilahi Trail 260,10541822154,10884820,5244847
The McGraw-Hill Companies Inc.,Pinpi Heights 904,10142345537,81628334,991646528
J.B. Hunt Transport Services Inc.,Igimuc Mill 523,10172395278,26781259,3654848
Walter Industries Inc,Kihu Loop 930,10374365333,57155101,6393575
RPM Inc.,Hatu Glen 363,10221748753,71501769,4567574
International Multifoods Corporation,Ebrof Heights 059,20124248351,40320866,991137429
H.B. Fuller Company,Sukti Square 300,10194117942,64788423,6761881
Lyondell Chemical Company,Ahojaj Grove 228,10586775317,53911163,945527896
Cablevision Systems Corp,Katpu Park 903,10431436594,20625201,963819439
Ferro Corp.,Pujjor Junction 303,20153565766,25746933,5897931
Sabre Holdings Corp,Ditgo Way 579,20749389819,91649756,981332214
Belo Corp.,Urguw Mill 416,10398649561,91280262,4133131
Symbol Technologies Inc,Uvuut Point 917,20167493318,34260055,5224416
Werner Enterprises Inc,Hawo Trail 364,10149949759,66830119,965339871
Sierra Health Services Inc,Seje Avenue 897,20239434248,28853251,3581597
Equitable Resources Inc.,Alerar Extension 017,10867824892,53964563,3522416
Entergy Corporation,Okufi Road 639,20396375482,63881750,3182599
Black Hills Corporation,Muos Place 256,10545545477,89678006,3386581
Polaris Industries Inc.,Pauv Square 397,10581159899,05989049,3899272
TruServ Corporation,Uhak Mill 940,10852532189,49840879,6463186
Gentiva Health Services Inc.,Tihet View 686,10178883664,31074505,982634236
"Cadence Design Systems, Inc.",Satme Heights 148,20615418688,52290476,972942914
Golden West Financial Corporation,Adine Extension 377,20589215839,86581422,3538368
Crompton Corp.,Pevir Avenue 467,20257366787,82314117,952119572
Ameren Corporation,Ezime Plaza 455,20417879418,42906972,972289975
Cisco Systems Inc.,Lijku Extension 064,20612195666,12049930,4875662
Tecumseh Products Company,Bowe Center 996,10736243917,13168271,5964248
Computer Associates International Inc.,Jensoz Circle 601,10285724783,01063938,924987867
"D&K Healthcare Resources, Inc.",Teoh View 382,10639655821,70554459,6916198
Cisco Systems Inc.,Sacroc Pass 587,20168144931,15040809,6745212
Trinity Industries Inc,Bimce Center 253,20768254173,47369888,942382377
Cinergy Corp.,Ulacun Place 079,20559239391,26242964,915465485
TJX Companies Inc,Urovub Way 817,20697227291,90917155,984195261
Nash Finch Company,Arunak Path 667,10842352445,41794050,6273658
Reliant Energy Inc.,Fuwog Parkway 149,20371154451,40942498,6854694
Bed Bath & Beyond Inc.,Zumi Mill 693,20325167599,29588218,2794747
DURA Automotive Systems Inc.,Voze Avenue 057,10311818382,69986516,918774934
Hollywood Entertainment Corp.,Elpa Trail 508,20795973611,90698437,6963858
Colgate-Palmolive Co.,Vairo Place 251,20569295997,22050594,989637167
Liz Claiborne Inc.,Kuhcak Avenue 337,10777934979,95885402,989142865
LSI Logic Corporation,Zivgol Manor 945,20828753867,93746453,3252528
Great Plains Energy Inc.,Numog Boulevard 584,20566124747,69765992,981744673
Phillips Van Heusen Corp.,Mafda Parkway 662,20328411212,01457898,3948415
Kennametal Inc.,Fudi Lane 742,10229459318,34886871,952379897
AMERCO,Ugobuv Pike 075,20225292341,96915515,6812973
"Dreyer's Grand Ice Cream, Inc.",Gukzof Boulevard 481,10818333336,37339812,6161777
Coca-Cola Co.,Wefki River 545,10245521426,43721559,953831261
"Ames Department Stores, Inc.",Duha Mill 648,20895984559,81240410,951269527
Estee Lauder Companies Inc.,Poco Center 429,20371238368,03400401,2348775
JDS Uniphase Corp.,Lehzus Pike 979,20459163319,67063187,923784855
KLA-Tencor Corporation,Surimi Circle 141,10571731679,31108130,924775645
CSK Auto Corp.,Corgot Avenue 800,10363962913,26141854,961171399
Western Gas Resources Inc,Nekcum Way 067,10145577722,89464735,4617177
Mariner Health Care Inc.,Boigu Terrace 444,20164161687,27596741,999972825
Starbucks Corp,Vapved Extension 464,10849944351,52588399,4179693
Universal Forest Products Inc,Uzfi Key 517,20292916947,34471761,3963552
Equity Office Properties Trust,Mipmil Ridge 394,20135334979,54529760,995565644
Puget Energy Inc.,Goot Loop 439,20184293811,68287075,3689638
Abbott Laboratories,Lelu Grove 710,10483366843,01382411,931237269
ONEOK Inc,Godmef Extension 441,20364455333,35592347,917669855
SunGard Data Systems Inc.,Daben Boulevard 512,20749548414,93261261,2925488
Baker Hughes Incorporated,Okuji Point 886,10871284997,05077739,977329595
American Greetings Corporation,Sacso Grove 820,20363546221,24119491,3867668
CDI Corp.,Vibkol Highway 568,20423864964,15903544,984723699
"American Eagle Outfitters, Inc.",Lahaf Pike 591,10121113223,04473579,933392974
Ecolab Inc.,Duse Park 665,10699743379,66218296,919325543
"The Bank of New York Company, Inc.",Fuwuf Highway 837,20789437345,70769468,961996769
Washington Mutual Inc,Zidji Circle 803,10885913838,81139806,3342686
Lithia Motors Inc.,Lawa Parkway 844,10976953623,16775110,944696787
Anadarko Petroleum Corporation,Pivlig Road 202,10383985186,84309497,919998729
Colgate-Palmolive Co.,Felgeh Road 271,10954275372,55858063,982657123
Echostar Communications Corporation,Advi Glen 153,20975557277,77375226,994463398
Willamette Industries Inc.,Vigga Way 127,10449718871,59849734,972118381
"Peter Kiewit Sons', Inc.",Migiwu Heights 535,10721528177,30698706,996147546
Charles Schwab Corp.,Tade Avenue 886,20514442954,28377581,988345857
Rockwell Collins Inc,Guklu Street 911,10789644673,03362895,6775244
Express Scripts Inc.,Vihji View 361,20387947996,02562151,954573738
Whirlpool Corporation,Lorna Loop 980,10621873579,90220455,4952353
Timken Company,Giboda Manor 875,10958252698,44427595,3911672
Reebok International Ltd.,Muuzo Pike 210,20587473996,65369460,5353676
MDU Resources Group Inc.,Vulpo Lane 290,10769855391,03176579,2826681
Mellon Financial Corporation,Zofa Pass 607,20325557766,35389773,6566417
Stilwell Financial Inc,Esnin Park 672,20565752965,92870531,2338824
Microsoft Corporation,Ihefoz Avenue 319,10186613568,73431079,992663311
Fisher Scientific International Inc.,Rudmi Trail 133,10977262494,39047467,994668286
L-3 Communications Holdings Inc.,Vitfel Manor 192,10181548144,59786748,928496963
Dial Corporation,Jihkil Boulevard 778,20933833689,32694719,5537698
New Jersey Resources Corporation,Magbu Pike 281,10342884275,22022406,941955879
"AutoNation, Inc.",Ihdi Turnpike 546,10376831166,12774306,5661236
Cincinnati Financial Corp.,Saiti Pike 769,20274219433,65441502,4769881
Express Scripts Inc.,Ofomu Park 734,20844323187,40324387,929742561
JDS Uniphase Corp.,Miam Square 496,10752149478,59799803,6924842
Constellation Emergy Group Inc.,Cazi Court 121,20598125216,78134985,973396333
Reader's Digest Association Inc.,Timzah Glen 326,10229362517,48206632,3745477
Abbott Laboratories,Adusav Plaza 011,20772186488,66803144,958913365
NCR Corporation,Jocit Way 975,10234367342,11534912,3925323
Avista Corporation,Jekpa Plaza 707,20471134444,33298012,2583623
Plains All American Pipeline LP,Avcop Mill 039,20632174799,11013834,6992619
Pactiv Corp,Kogzu Point 713,10112343935,39396729,5386299
Crown Cork & Seal Co. Inc.,Dejcul Junction 159,10189524348,64407547,994935497
Silicon Graphics Inc,Wisun Loop 370,20462524288,54531949,959594793
ExxonMobil Corporation,Seler Place 787,20235287116,93172931,6228642
Hershey Foods Corp.,Meizo Center 535,10238269821,06993073,924753488
Computer Sciences Corp.,Ibfe Square 849,20174713133,99360796,987769216
The Men's Wearhouse Inc.,Duzrid River 257,20566522287,42275612,6765685
Solutia Inc,Ihazij Highway 809,10927995887,30697784,965379459
Bank One Corporation,Nukam Loop 737,10778866871,17702918,961712273
Perot Systems Corp,Famfe Key 174,10294941655,00215644,2652394
"BMC Software, Inc.",Rikim Junction 699,10676527451,38217539,921917991
Watsco Inc,Tuveje Manor 207,20861722274,33538416,973559779
Synovus Financial Corp.,Uwlu Road 556,10722924432,68452664,963773449
ABM Industries Incorporated,Wajbar Junction 976,10717476137,65280296,975632964
Ford Motor Co,Amuigi Avenue 265,20598313154,08051991,946987213
PSS World Medical Inc,Moznu Extension 175,20292333942,02027099,3112734
"Agilent Technologies, Inc.",Keksen Square 268,20752761991,20238234,992656464
Stein Mart Inc,Cefwuh Circle 015,20752588836,56182679,2461574
Kellwood Company,Ovora Place 517,20422634823,73250194,928745414
Stewart & Stevenson Services Inc,Fadhe Avenue 551,10185549496,92263107,2824226
Mail-Well Inc.,Miwbo Court 829,10522729895,64397063,6798675
Hawaiian Electric Industries Inc.,Puwom Street 799,20542684119,19233489,985397757
First Data Corp.,Mersob Place 499,20765331146,63620098,995996477
CH2M Hill Cos. Ltd.,Tabo Glen 657,10246791977,69608673,945447256
United Defense Industries Inc.,Miodu Highway 109,20331974237,67502681,3162224
Adelphia Communications Corporation,Tifhov Mill 247,10234732376,55087363,4576986
"DST Systems, Inc.",Kizbu Terrace 090,20745222386,37500990,974691166
"ALLETE, Inc.",Zapi Boulevard 283,20126813713,41669107,6158953
Mercury General Corporation,Kevip Glen 680,10464575918,99120741,945836493
"Peter Kiewit Sons', Inc.",Woow Drive 347,10776154818,48621601,998463723
United Defense Industries Inc.,Niwbej Junction 768,10652322451,06640279,5529278
"AutoZone, Inc.",Irone Key 318,20222339684,59026924,6165472
Bethlehem Steel Corporation,Owopo Center 180,10424835549,28618570,914213572
Plains All American Pipeline LP,Rovboh Mill 821,20833252547,07731079,3964539
AOL Time Warner Inc.,Nibid View 692,20376872367,93472560,955834774
Synovus Financial Corp.,Pitsa Parkway 751,20549874654,62718021,4991324
Exide Technologies,Ehje Highway 401,20479747372,59137200,6861913
KPMG Consulting Inc.,Pibi Heights 536,10818222553,01015439,916378612
"Beckman Coulter, Inc.",Fubpo Key 458,10424616965,34409500,922661345
W.W. Grainger Inc,Hasu Heights 596,20123884118,03860435,4994249
